# id;timestamp;commentText;codeText;commentWords;codeWords
AbstractPlatformTransactionManager -> protected final void invokeAfterCompletion(List<TransactionSynchronization> synchronizations, int completionStatus);1328020251;Actually invoke the <code>afterCompletion</code> methods of the_given Spring TransactionSynchronization objects._<p>To be called by this abstract manager itself, or by special implementations_of the <code>registerAfterCompletionWithExistingTransaction</code> callback._@param synchronizations List of TransactionSynchronization objects_@param completionStatus the completion status according to the_constants in the TransactionSynchronization interface_@see #registerAfterCompletionWithExistingTransaction(Object, java.util.List)_@see TransactionSynchronization#STATUS_COMMITTED_@see TransactionSynchronization#STATUS_ROLLED_BACK_@see TransactionSynchronization#STATUS_UNKNOWN;protected final void invokeAfterCompletion(List<TransactionSynchronization> synchronizations, int completionStatus) {_		TransactionSynchronizationUtils.invokeAfterCompletion(synchronizations, completionStatus)__	};actually,invoke,the,code,after,completion,code,methods,of,the,given,spring,transaction,synchronization,objects,p,to,be,called,by,this,abstract,manager,itself,or,by,special,implementations,of,the,code,register,after,completion,with,existing,transaction,code,callback,param,synchronizations,list,of,transaction,synchronization,objects,param,completion,status,the,completion,status,according,to,the,constants,in,the,transaction,synchronization,interface,see,register,after,completion,with,existing,transaction,object,java,util,list,see,transaction,synchronization,see,transaction,synchronization,see,transaction,synchronization;protected,final,void,invoke,after,completion,list,transaction,synchronization,synchronizations,int,completion,status,transaction,synchronization,utils,invoke,after,completion,synchronizations,completion,status
AbstractPlatformTransactionManager -> public final void setDefaultTimeout(int defaultTimeout);1437567612;Specify the default timeout that this transaction manager should apply_if there is no timeout specified at the transaction level, in seconds._<p>Default is the underlying transaction infrastructure's default timeout,_e.g. typically 30 seconds in case of a JTA provider, indicated by the_{@code TransactionDefinition.TIMEOUT_DEFAULT} value._@see org.springframework.transaction.TransactionDefinition#TIMEOUT_DEFAULT;public final void setDefaultTimeout(int defaultTimeout) {_		if (defaultTimeout < TransactionDefinition.TIMEOUT_DEFAULT) {_			throw new InvalidTimeoutException("Invalid default timeout", defaultTimeout)__		}_		this.defaultTimeout = defaultTimeout__	};specify,the,default,timeout,that,this,transaction,manager,should,apply,if,there,is,no,timeout,specified,at,the,transaction,level,in,seconds,p,default,is,the,underlying,transaction,infrastructure,s,default,timeout,e,g,typically,30,seconds,in,case,of,a,jta,provider,indicated,by,the,code,transaction,definition,value,see,org,springframework,transaction,transaction,definition;public,final,void,set,default,timeout,int,default,timeout,if,default,timeout,transaction,definition,throw,new,invalid,timeout,exception,invalid,default,timeout,default,timeout,this,default,timeout,default,timeout
AbstractPlatformTransactionManager -> public final void setDefaultTimeout(int defaultTimeout);1486062666;Specify the default timeout that this transaction manager should apply_if there is no timeout specified at the transaction level, in seconds._<p>Default is the underlying transaction infrastructure's default timeout,_e.g. typically 30 seconds in case of a JTA provider, indicated by the_{@code TransactionDefinition.TIMEOUT_DEFAULT} value._@see org.springframework.transaction.TransactionDefinition#TIMEOUT_DEFAULT;public final void setDefaultTimeout(int defaultTimeout) {_		if (defaultTimeout < TransactionDefinition.TIMEOUT_DEFAULT) {_			throw new InvalidTimeoutException("Invalid default timeout", defaultTimeout)__		}_		this.defaultTimeout = defaultTimeout__	};specify,the,default,timeout,that,this,transaction,manager,should,apply,if,there,is,no,timeout,specified,at,the,transaction,level,in,seconds,p,default,is,the,underlying,transaction,infrastructure,s,default,timeout,e,g,typically,30,seconds,in,case,of,a,jta,provider,indicated,by,the,code,transaction,definition,value,see,org,springframework,transaction,transaction,definition;public,final,void,set,default,timeout,int,default,timeout,if,default,timeout,transaction,definition,throw,new,invalid,timeout,exception,invalid,default,timeout,default,timeout,this,default,timeout,default,timeout
AbstractPlatformTransactionManager -> public final void setDefaultTimeout(int defaultTimeout);1486719573;Specify the default timeout that this transaction manager should apply_if there is no timeout specified at the transaction level, in seconds._<p>Default is the underlying transaction infrastructure's default timeout,_e.g. typically 30 seconds in case of a JTA provider, indicated by the_{@code TransactionDefinition.TIMEOUT_DEFAULT} value._@see org.springframework.transaction.TransactionDefinition#TIMEOUT_DEFAULT;public final void setDefaultTimeout(int defaultTimeout) {_		if (defaultTimeout < TransactionDefinition.TIMEOUT_DEFAULT) {_			throw new InvalidTimeoutException("Invalid default timeout", defaultTimeout)__		}_		this.defaultTimeout = defaultTimeout__	};specify,the,default,timeout,that,this,transaction,manager,should,apply,if,there,is,no,timeout,specified,at,the,transaction,level,in,seconds,p,default,is,the,underlying,transaction,infrastructure,s,default,timeout,e,g,typically,30,seconds,in,case,of,a,jta,provider,indicated,by,the,code,transaction,definition,value,see,org,springframework,transaction,transaction,definition;public,final,void,set,default,timeout,int,default,timeout,if,default,timeout,transaction,definition,throw,new,invalid,timeout,exception,invalid,default,timeout,default,timeout,this,default,timeout,default,timeout
AbstractPlatformTransactionManager -> public final void setDefaultTimeout(int defaultTimeout);1487371244;Specify the default timeout that this transaction manager should apply_if there is no timeout specified at the transaction level, in seconds._<p>Default is the underlying transaction infrastructure's default timeout,_e.g. typically 30 seconds in case of a JTA provider, indicated by the_{@code TransactionDefinition.TIMEOUT_DEFAULT} value._@see org.springframework.transaction.TransactionDefinition#TIMEOUT_DEFAULT;public final void setDefaultTimeout(int defaultTimeout) {_		if (defaultTimeout < TransactionDefinition.TIMEOUT_DEFAULT) {_			throw new InvalidTimeoutException("Invalid default timeout", defaultTimeout)__		}_		this.defaultTimeout = defaultTimeout__	};specify,the,default,timeout,that,this,transaction,manager,should,apply,if,there,is,no,timeout,specified,at,the,transaction,level,in,seconds,p,default,is,the,underlying,transaction,infrastructure,s,default,timeout,e,g,typically,30,seconds,in,case,of,a,jta,provider,indicated,by,the,code,transaction,definition,value,see,org,springframework,transaction,transaction,definition;public,final,void,set,default,timeout,int,default,timeout,if,default,timeout,transaction,definition,throw,new,invalid,timeout,exception,invalid,default,timeout,default,timeout,this,default,timeout,default,timeout
AbstractPlatformTransactionManager -> public final void setDefaultTimeout(int defaultTimeout);1495868221;Specify the default timeout that this transaction manager should apply_if there is no timeout specified at the transaction level, in seconds._<p>Default is the underlying transaction infrastructure's default timeout,_e.g. typically 30 seconds in case of a JTA provider, indicated by the_{@code TransactionDefinition.TIMEOUT_DEFAULT} value._@see org.springframework.transaction.TransactionDefinition#TIMEOUT_DEFAULT;public final void setDefaultTimeout(int defaultTimeout) {_		if (defaultTimeout < TransactionDefinition.TIMEOUT_DEFAULT) {_			throw new InvalidTimeoutException("Invalid default timeout", defaultTimeout)__		}_		this.defaultTimeout = defaultTimeout__	};specify,the,default,timeout,that,this,transaction,manager,should,apply,if,there,is,no,timeout,specified,at,the,transaction,level,in,seconds,p,default,is,the,underlying,transaction,infrastructure,s,default,timeout,e,g,typically,30,seconds,in,case,of,a,jta,provider,indicated,by,the,code,transaction,definition,value,see,org,springframework,transaction,transaction,definition;public,final,void,set,default,timeout,int,default,timeout,if,default,timeout,transaction,definition,throw,new,invalid,timeout,exception,invalid,default,timeout,default,timeout,this,default,timeout,default,timeout
AbstractPlatformTransactionManager -> public final void setDefaultTimeout(int defaultTimeout);1496242568;Specify the default timeout that this transaction manager should apply_if there is no timeout specified at the transaction level, in seconds._<p>Default is the underlying transaction infrastructure's default timeout,_e.g. typically 30 seconds in case of a JTA provider, indicated by the_{@code TransactionDefinition.TIMEOUT_DEFAULT} value._@see org.springframework.transaction.TransactionDefinition#TIMEOUT_DEFAULT;public final void setDefaultTimeout(int defaultTimeout) {_		if (defaultTimeout < TransactionDefinition.TIMEOUT_DEFAULT) {_			throw new InvalidTimeoutException("Invalid default timeout", defaultTimeout)__		}_		this.defaultTimeout = defaultTimeout__	};specify,the,default,timeout,that,this,transaction,manager,should,apply,if,there,is,no,timeout,specified,at,the,transaction,level,in,seconds,p,default,is,the,underlying,transaction,infrastructure,s,default,timeout,e,g,typically,30,seconds,in,case,of,a,jta,provider,indicated,by,the,code,transaction,definition,value,see,org,springframework,transaction,transaction,definition;public,final,void,set,default,timeout,int,default,timeout,if,default,timeout,transaction,definition,throw,new,invalid,timeout,exception,invalid,default,timeout,default,timeout,this,default,timeout,default,timeout
AbstractPlatformTransactionManager -> public final void setDefaultTimeout(int defaultTimeout);1496259743;Specify the default timeout that this transaction manager should apply_if there is no timeout specified at the transaction level, in seconds._<p>Default is the underlying transaction infrastructure's default timeout,_e.g. typically 30 seconds in case of a JTA provider, indicated by the_{@code TransactionDefinition.TIMEOUT_DEFAULT} value._@see org.springframework.transaction.TransactionDefinition#TIMEOUT_DEFAULT;public final void setDefaultTimeout(int defaultTimeout) {_		if (defaultTimeout < TransactionDefinition.TIMEOUT_DEFAULT) {_			throw new InvalidTimeoutException("Invalid default timeout", defaultTimeout)__		}_		this.defaultTimeout = defaultTimeout__	};specify,the,default,timeout,that,this,transaction,manager,should,apply,if,there,is,no,timeout,specified,at,the,transaction,level,in,seconds,p,default,is,the,underlying,transaction,infrastructure,s,default,timeout,e,g,typically,30,seconds,in,case,of,a,jta,provider,indicated,by,the,code,transaction,definition,value,see,org,springframework,transaction,transaction,definition;public,final,void,set,default,timeout,int,default,timeout,if,default,timeout,transaction,definition,throw,new,invalid,timeout,exception,invalid,default,timeout,default,timeout,this,default,timeout,default,timeout
AbstractPlatformTransactionManager -> public final void setDefaultTimeout(int defaultTimeout);1496837955;Specify the default timeout that this transaction manager should apply_if there is no timeout specified at the transaction level, in seconds._<p>Default is the underlying transaction infrastructure's default timeout,_e.g. typically 30 seconds in case of a JTA provider, indicated by the_{@code TransactionDefinition.TIMEOUT_DEFAULT} value._@see org.springframework.transaction.TransactionDefinition#TIMEOUT_DEFAULT;public final void setDefaultTimeout(int defaultTimeout) {_		if (defaultTimeout < TransactionDefinition.TIMEOUT_DEFAULT) {_			throw new InvalidTimeoutException("Invalid default timeout", defaultTimeout)__		}_		this.defaultTimeout = defaultTimeout__	};specify,the,default,timeout,that,this,transaction,manager,should,apply,if,there,is,no,timeout,specified,at,the,transaction,level,in,seconds,p,default,is,the,underlying,transaction,infrastructure,s,default,timeout,e,g,typically,30,seconds,in,case,of,a,jta,provider,indicated,by,the,code,transaction,definition,value,see,org,springframework,transaction,transaction,definition;public,final,void,set,default,timeout,int,default,timeout,if,default,timeout,transaction,definition,throw,new,invalid,timeout,exception,invalid,default,timeout,default,timeout,this,default,timeout,default,timeout
AbstractPlatformTransactionManager -> public final void setDefaultTimeout(int defaultTimeout);1498780456;Specify the default timeout that this transaction manager should apply_if there is no timeout specified at the transaction level, in seconds._<p>Default is the underlying transaction infrastructure's default timeout,_e.g. typically 30 seconds in case of a JTA provider, indicated by the_{@code TransactionDefinition.TIMEOUT_DEFAULT} value._@see org.springframework.transaction.TransactionDefinition#TIMEOUT_DEFAULT;public final void setDefaultTimeout(int defaultTimeout) {_		if (defaultTimeout < TransactionDefinition.TIMEOUT_DEFAULT) {_			throw new InvalidTimeoutException("Invalid default timeout", defaultTimeout)__		}_		this.defaultTimeout = defaultTimeout__	};specify,the,default,timeout,that,this,transaction,manager,should,apply,if,there,is,no,timeout,specified,at,the,transaction,level,in,seconds,p,default,is,the,underlying,transaction,infrastructure,s,default,timeout,e,g,typically,30,seconds,in,case,of,a,jta,provider,indicated,by,the,code,transaction,definition,value,see,org,springframework,transaction,transaction,definition;public,final,void,set,default,timeout,int,default,timeout,if,default,timeout,transaction,definition,throw,new,invalid,timeout,exception,invalid,default,timeout,default,timeout,this,default,timeout,default,timeout
AbstractPlatformTransactionManager -> public final void setDefaultTimeout(int defaultTimeout);1506842603;Specify the default timeout that this transaction manager should apply_if there is no timeout specified at the transaction level, in seconds._<p>Default is the underlying transaction infrastructure's default timeout,_e.g. typically 30 seconds in case of a JTA provider, indicated by the_{@code TransactionDefinition.TIMEOUT_DEFAULT} value._@see org.springframework.transaction.TransactionDefinition#TIMEOUT_DEFAULT;public final void setDefaultTimeout(int defaultTimeout) {_		if (defaultTimeout < TransactionDefinition.TIMEOUT_DEFAULT) {_			throw new InvalidTimeoutException("Invalid default timeout", defaultTimeout)__		}_		this.defaultTimeout = defaultTimeout__	};specify,the,default,timeout,that,this,transaction,manager,should,apply,if,there,is,no,timeout,specified,at,the,transaction,level,in,seconds,p,default,is,the,underlying,transaction,infrastructure,s,default,timeout,e,g,typically,30,seconds,in,case,of,a,jta,provider,indicated,by,the,code,transaction,definition,value,see,org,springframework,transaction,transaction,definition;public,final,void,set,default,timeout,int,default,timeout,if,default,timeout,transaction,definition,throw,new,invalid,timeout,exception,invalid,default,timeout,default,timeout,this,default,timeout,default,timeout
