# id;timestamp;commentText;codeText;commentWords;codeWords
HttpComponentsClientHttpRequestFactory -> @Override 	public void destroy() throws Exception;1377627757;Shutdown hook that closes the underlying_{@link org.apache.http.conn.ClientConnectionManager ClientConnectionManager}'s_connection pool, if any.;@Override_	public void destroy() throws Exception {_		getHttpClient().getConnectionManager().shutdown()__	};shutdown,hook,that,closes,the,underlying,link,org,apache,http,conn,client,connection,manager,client,connection,manager,s,connection,pool,if,any;override,public,void,destroy,throws,exception,get,http,client,get,connection,manager,shutdown
HttpComponentsClientHttpRequestFactory -> public void setReadTimeout(int timeout);1420464527;Set the socket read timeout for the underlying HttpClient._A timeout value of 0 specifies an infinite timeout._<p>Additional properties can be configured by specifying a_{@link RequestConfig} instance on a custom {@link HttpClient}._@param timeout the timeout value in milliseconds_@see RequestConfig#getSocketTimeout();public void setReadTimeout(int timeout) {_		Assert.isTrue(timeout >= 0, "Timeout must be a non-negative value")__		this.requestConfig = cloneRequestConfig()_				.setSocketTimeout(timeout).build()__		setLegacySocketTimeout(getHttpClient(), timeout)__	};set,the,socket,read,timeout,for,the,underlying,http,client,a,timeout,value,of,0,specifies,an,infinite,timeout,p,additional,properties,can,be,configured,by,specifying,a,link,request,config,instance,on,a,custom,link,http,client,param,timeout,the,timeout,value,in,milliseconds,see,request,config,get,socket,timeout;public,void,set,read,timeout,int,timeout,assert,is,true,timeout,0,timeout,must,be,a,non,negative,value,this,request,config,clone,request,config,set,socket,timeout,timeout,build,set,legacy,socket,timeout,get,http,client,timeout
HttpComponentsClientHttpRequestFactory -> public void setReadTimeout(int timeout);1426623891;Set the socket read timeout for the underlying HttpClient._A timeout value of 0 specifies an infinite timeout._<p>Additional properties can be configured by specifying a_{@link RequestConfig} instance on a custom {@link HttpClient}._@param timeout the timeout value in milliseconds_@see RequestConfig#getSocketTimeout();public void setReadTimeout(int timeout) {_		Assert.isTrue(timeout >= 0, "Timeout must be a non-negative value")__		this.requestConfig = cloneRequestConfig()_				.setSocketTimeout(timeout).build()__		setLegacySocketTimeout(getHttpClient(), timeout)__	};set,the,socket,read,timeout,for,the,underlying,http,client,a,timeout,value,of,0,specifies,an,infinite,timeout,p,additional,properties,can,be,configured,by,specifying,a,link,request,config,instance,on,a,custom,link,http,client,param,timeout,the,timeout,value,in,milliseconds,see,request,config,get,socket,timeout;public,void,set,read,timeout,int,timeout,assert,is,true,timeout,0,timeout,must,be,a,non,negative,value,this,request,config,clone,request,config,set,socket,timeout,timeout,build,set,legacy,socket,timeout,get,http,client,timeout
HttpComponentsClientHttpRequestFactory -> public void setReadTimeout(int timeout);1434384787;Set the socket read timeout for the underlying HttpClient._A timeout value of 0 specifies an infinite timeout._<p>Additional properties can be configured by specifying a_{@link RequestConfig} instance on a custom {@link HttpClient}._@param timeout the timeout value in milliseconds_@see RequestConfig#getSocketTimeout();public void setReadTimeout(int timeout) {_		Assert.isTrue(timeout >= 0, "Timeout must be a non-negative value")__		this.requestConfig = cloneRequestConfig()_				.setSocketTimeout(timeout).build()__		setLegacySocketTimeout(getHttpClient(), timeout)__	};set,the,socket,read,timeout,for,the,underlying,http,client,a,timeout,value,of,0,specifies,an,infinite,timeout,p,additional,properties,can,be,configured,by,specifying,a,link,request,config,instance,on,a,custom,link,http,client,param,timeout,the,timeout,value,in,milliseconds,see,request,config,get,socket,timeout;public,void,set,read,timeout,int,timeout,assert,is,true,timeout,0,timeout,must,be,a,non,negative,value,this,request,config,clone,request,config,set,socket,timeout,timeout,build,set,legacy,socket,timeout,get,http,client,timeout
HttpComponentsClientHttpRequestFactory -> public void setReadTimeout(int timeout);1436200220;Set the socket read timeout for the underlying HttpClient._A timeout value of 0 specifies an infinite timeout._<p>Additional properties can be configured by specifying a_{@link RequestConfig} instance on a custom {@link HttpClient}._@param timeout the timeout value in milliseconds_@see RequestConfig#getSocketTimeout();public void setReadTimeout(int timeout) {_		Assert.isTrue(timeout >= 0, "Timeout must be a non-negative value")__		this.requestConfig = cloneRequestConfig()_				.setSocketTimeout(timeout).build()__		setLegacySocketTimeout(getHttpClient(), timeout)__	};set,the,socket,read,timeout,for,the,underlying,http,client,a,timeout,value,of,0,specifies,an,infinite,timeout,p,additional,properties,can,be,configured,by,specifying,a,link,request,config,instance,on,a,custom,link,http,client,param,timeout,the,timeout,value,in,milliseconds,see,request,config,get,socket,timeout;public,void,set,read,timeout,int,timeout,assert,is,true,timeout,0,timeout,must,be,a,non,negative,value,this,request,config,clone,request,config,set,socket,timeout,timeout,build,set,legacy,socket,timeout,get,http,client,timeout
HttpComponentsClientHttpRequestFactory -> public void setReadTimeout(int timeout);1438251337;Set the socket read timeout for the underlying HttpClient._A timeout value of 0 specifies an infinite timeout._<p>Additional properties can be configured by specifying a_{@link RequestConfig} instance on a custom {@link HttpClient}._@param timeout the timeout value in milliseconds_@see RequestConfig#getSocketTimeout();public void setReadTimeout(int timeout) {_		Assert.isTrue(timeout >= 0, "Timeout must be a non-negative value")__		this.requestConfig = requestConfigBuilder().setSocketTimeout(timeout).build()__		setLegacySocketTimeout(getHttpClient(), timeout)__	};set,the,socket,read,timeout,for,the,underlying,http,client,a,timeout,value,of,0,specifies,an,infinite,timeout,p,additional,properties,can,be,configured,by,specifying,a,link,request,config,instance,on,a,custom,link,http,client,param,timeout,the,timeout,value,in,milliseconds,see,request,config,get,socket,timeout;public,void,set,read,timeout,int,timeout,assert,is,true,timeout,0,timeout,must,be,a,non,negative,value,this,request,config,request,config,builder,set,socket,timeout,timeout,build,set,legacy,socket,timeout,get,http,client,timeout
HttpComponentsClientHttpRequestFactory -> public void setReadTimeout(int timeout);1449660489;Set the socket read timeout for the underlying HttpClient._A timeout value of 0 specifies an infinite timeout._<p>Additional properties can be configured by specifying a_{@link RequestConfig} instance on a custom {@link HttpClient}._@param timeout the timeout value in milliseconds_@see RequestConfig#getSocketTimeout();public void setReadTimeout(int timeout) {_		Assert.isTrue(timeout >= 0, "Timeout must be a non-negative value")__		this.requestConfig = requestConfigBuilder().setSocketTimeout(timeout).build()__		setLegacySocketTimeout(getHttpClient(), timeout)__	};set,the,socket,read,timeout,for,the,underlying,http,client,a,timeout,value,of,0,specifies,an,infinite,timeout,p,additional,properties,can,be,configured,by,specifying,a,link,request,config,instance,on,a,custom,link,http,client,param,timeout,the,timeout,value,in,milliseconds,see,request,config,get,socket,timeout;public,void,set,read,timeout,int,timeout,assert,is,true,timeout,0,timeout,must,be,a,non,negative,value,this,request,config,request,config,builder,set,socket,timeout,timeout,build,set,legacy,socket,timeout,get,http,client,timeout
HttpComponentsClientHttpRequestFactory -> public void setReadTimeout(int timeout);1467375086;Set the socket read timeout for the underlying HttpClient._A timeout value of 0 specifies an infinite timeout._<p>Additional properties can be configured by specifying a_{@link RequestConfig} instance on a custom {@link HttpClient}._@param timeout the timeout value in milliseconds_@see RequestConfig#getSocketTimeout();public void setReadTimeout(int timeout) {_		Assert.isTrue(timeout >= 0, "Timeout must be a non-negative value")__		this.requestConfig = requestConfigBuilder().setSocketTimeout(timeout).build()__		setLegacySocketTimeout(getHttpClient(), timeout)__	};set,the,socket,read,timeout,for,the,underlying,http,client,a,timeout,value,of,0,specifies,an,infinite,timeout,p,additional,properties,can,be,configured,by,specifying,a,link,request,config,instance,on,a,custom,link,http,client,param,timeout,the,timeout,value,in,milliseconds,see,request,config,get,socket,timeout;public,void,set,read,timeout,int,timeout,assert,is,true,timeout,0,timeout,must,be,a,non,negative,value,this,request,config,request,config,builder,set,socket,timeout,timeout,build,set,legacy,socket,timeout,get,http,client,timeout
HttpComponentsClientHttpRequestFactory -> public void setReadTimeout(int timeout);1467667302;Set the socket read timeout for the underlying HttpClient._A timeout value of 0 specifies an infinite timeout._<p>Additional properties can be configured by specifying a_{@link RequestConfig} instance on a custom {@link HttpClient}._@param timeout the timeout value in milliseconds_@see RequestConfig#getSocketTimeout();public void setReadTimeout(int timeout) {_		Assert.isTrue(timeout >= 0, "Timeout must be a non-negative value")__		this.requestConfig = requestConfigBuilder().setSocketTimeout(timeout).build()__	};set,the,socket,read,timeout,for,the,underlying,http,client,a,timeout,value,of,0,specifies,an,infinite,timeout,p,additional,properties,can,be,configured,by,specifying,a,link,request,config,instance,on,a,custom,link,http,client,param,timeout,the,timeout,value,in,milliseconds,see,request,config,get,socket,timeout;public,void,set,read,timeout,int,timeout,assert,is,true,timeout,0,timeout,must,be,a,non,negative,value,this,request,config,request,config,builder,set,socket,timeout,timeout,build
HttpComponentsClientHttpRequestFactory -> public void setReadTimeout(int timeout);1468600707;Set the socket read timeout for the underlying HttpClient._A timeout value of 0 specifies an infinite timeout._<p>Additional properties can be configured by specifying a_{@link RequestConfig} instance on a custom {@link HttpClient}._@param timeout the timeout value in milliseconds_@see RequestConfig#getSocketTimeout();public void setReadTimeout(int timeout) {_		Assert.isTrue(timeout >= 0, "Timeout must be a non-negative value")__		this.requestConfig = requestConfigBuilder().setSocketTimeout(timeout).build()__	};set,the,socket,read,timeout,for,the,underlying,http,client,a,timeout,value,of,0,specifies,an,infinite,timeout,p,additional,properties,can,be,configured,by,specifying,a,link,request,config,instance,on,a,custom,link,http,client,param,timeout,the,timeout,value,in,milliseconds,see,request,config,get,socket,timeout;public,void,set,read,timeout,int,timeout,assert,is,true,timeout,0,timeout,must,be,a,non,negative,value,this,request,config,request,config,builder,set,socket,timeout,timeout,build
HttpComponentsClientHttpRequestFactory -> public void setReadTimeout(int timeout);1495868221;Set the socket read timeout for the underlying HttpClient._A timeout value of 0 specifies an infinite timeout._<p>Additional properties can be configured by specifying a_{@link RequestConfig} instance on a custom {@link HttpClient}._@param timeout the timeout value in milliseconds_@see RequestConfig#getSocketTimeout();public void setReadTimeout(int timeout) {_		Assert.isTrue(timeout >= 0, "Timeout must be a non-negative value")__		this.requestConfig = requestConfigBuilder().setSocketTimeout(timeout).build()__	};set,the,socket,read,timeout,for,the,underlying,http,client,a,timeout,value,of,0,specifies,an,infinite,timeout,p,additional,properties,can,be,configured,by,specifying,a,link,request,config,instance,on,a,custom,link,http,client,param,timeout,the,timeout,value,in,milliseconds,see,request,config,get,socket,timeout;public,void,set,read,timeout,int,timeout,assert,is,true,timeout,0,timeout,must,be,a,non,negative,value,this,request,config,request,config,builder,set,socket,timeout,timeout,build
HttpComponentsClientHttpRequestFactory -> public void setReadTimeout(int timeout);1496837955;Set the socket read timeout for the underlying HttpClient._A timeout value of 0 specifies an infinite timeout._<p>Additional properties can be configured by specifying a_{@link RequestConfig} instance on a custom {@link HttpClient}._@param timeout the timeout value in milliseconds_@see RequestConfig#getSocketTimeout();public void setReadTimeout(int timeout) {_		Assert.isTrue(timeout >= 0, "Timeout must be a non-negative value")__		this.requestConfig = requestConfigBuilder().setSocketTimeout(timeout).build()__	};set,the,socket,read,timeout,for,the,underlying,http,client,a,timeout,value,of,0,specifies,an,infinite,timeout,p,additional,properties,can,be,configured,by,specifying,a,link,request,config,instance,on,a,custom,link,http,client,param,timeout,the,timeout,value,in,milliseconds,see,request,config,get,socket,timeout;public,void,set,read,timeout,int,timeout,assert,is,true,timeout,0,timeout,must,be,a,non,negative,value,this,request,config,request,config,builder,set,socket,timeout,timeout,build
