# id;timestamp;commentText;codeText;commentWords;codeWords
CollectionUtils -> public static boolean contains(Enumeration enumeration, Object element);1328020251;Check whether the given Enumeration contains the given element._@param enumeration the Enumeration to check_@param element the element to look for_@return <code>true</code> if found, <code>false</code> else;public static boolean contains(Enumeration enumeration, Object element) {_		if (enumeration != null) {_			while (enumeration.hasMoreElements()) {_				Object candidate = enumeration.nextElement()__				if (ObjectUtils.nullSafeEquals(candidate, element)) {_					return true__				}_			}_		}_		return false__	};check,whether,the,given,enumeration,contains,the,given,element,param,enumeration,the,enumeration,to,check,param,element,the,element,to,look,for,return,code,true,code,if,found,code,false,code,else;public,static,boolean,contains,enumeration,enumeration,object,element,if,enumeration,null,while,enumeration,has,more,elements,object,candidate,enumeration,next,element,if,object,utils,null,safe,equals,candidate,element,return,true,return,false
CollectionUtils -> public static boolean containsInstance(@Nullable Collection<?> collection, Object element);1515777832;Check whether the given Collection contains the given element instance._<p>Enforces the given instance to be present, rather than returning_{@code true} for an equal element as well._@param collection the Collection to check_@param element the element to look for_@return {@code true} if found, {@code false} else;public static boolean containsInstance(@Nullable Collection<?> collection, Object element) {_		if (collection != null) {_			for (Object candidate : collection) {_				if (candidate == element) {_					return true__				}_			}_		}_		return false__	};check,whether,the,given,collection,contains,the,given,element,instance,p,enforces,the,given,instance,to,be,present,rather,than,returning,code,true,for,an,equal,element,as,well,param,collection,the,collection,to,check,param,element,the,element,to,look,for,return,code,true,if,found,code,false,else;public,static,boolean,contains,instance,nullable,collection,collection,object,element,if,collection,null,for,object,candidate,collection,if,candidate,element,return,true,return,false
CollectionUtils -> public static boolean containsInstance(@Nullable Collection<?> collection, Object element);1528737477;Check whether the given Collection contains the given element instance._<p>Enforces the given instance to be present, rather than returning_{@code true} for an equal element as well._@param collection the Collection to check_@param element the element to look for_@return {@code true} if found, {@code false} otherwise;public static boolean containsInstance(@Nullable Collection<?> collection, Object element) {_		if (collection != null) {_			for (Object candidate : collection) {_				if (candidate == element) {_					return true__				}_			}_		}_		return false__	};check,whether,the,given,collection,contains,the,given,element,instance,p,enforces,the,given,instance,to,be,present,rather,than,returning,code,true,for,an,equal,element,as,well,param,collection,the,collection,to,check,param,element,the,element,to,look,for,return,code,true,if,found,code,false,otherwise;public,static,boolean,contains,instance,nullable,collection,collection,object,element,if,collection,null,for,object,candidate,collection,if,candidate,element,return,true,return,false
CollectionUtils -> public static boolean containsInstance(@Nullable Collection<?> collection, Object element);1530174524;Check whether the given Collection contains the given element instance._<p>Enforces the given instance to be present, rather than returning_{@code true} for an equal element as well._@param collection the Collection to check_@param element the element to look for_@return {@code true} if found, {@code false} otherwise;public static boolean containsInstance(@Nullable Collection<?> collection, Object element) {_		if (collection != null) {_			for (Object candidate : collection) {_				if (candidate == element) {_					return true__				}_			}_		}_		return false__	};check,whether,the,given,collection,contains,the,given,element,instance,p,enforces,the,given,instance,to,be,present,rather,than,returning,code,true,for,an,equal,element,as,well,param,collection,the,collection,to,check,param,element,the,element,to,look,for,return,code,true,if,found,code,false,otherwise;public,static,boolean,contains,instance,nullable,collection,collection,object,element,if,collection,null,for,object,candidate,collection,if,candidate,element,return,true,return,false
CollectionUtils -> public static boolean isEmpty(Collection<?> collection);1385412762;Return {@code true} if the supplied Collection is {@code null}_or empty. Otherwise, return {@code false}._@param collection the Collection to check_@return whether the given Collection is empty;public static boolean isEmpty(Collection<?> collection) {_		return (collection == null || collection.isEmpty())__	};return,code,true,if,the,supplied,collection,is,code,null,or,empty,otherwise,return,code,false,param,collection,the,collection,to,check,return,whether,the,given,collection,is,empty;public,static,boolean,is,empty,collection,collection,return,collection,null,collection,is,empty
CollectionUtils -> public static boolean isEmpty(Collection<?> collection);1385986241;Return {@code true} if the supplied Collection is {@code null} or empty._Otherwise, return {@code false}._@param collection the Collection to check_@return whether the given Collection is empty;public static boolean isEmpty(Collection<?> collection) {_		return (collection == null || collection.isEmpty())__	};return,code,true,if,the,supplied,collection,is,code,null,or,empty,otherwise,return,code,false,param,collection,the,collection,to,check,return,whether,the,given,collection,is,empty;public,static,boolean,is,empty,collection,collection,return,collection,null,collection,is,empty
CollectionUtils -> public static boolean isEmpty(Collection<?> collection);1386673232;Return {@code true} if the supplied Collection is {@code null} or empty._Otherwise, return {@code false}._@param collection the Collection to check_@return whether the given Collection is empty;public static boolean isEmpty(Collection<?> collection) {_		return (collection == null || collection.isEmpty())__	};return,code,true,if,the,supplied,collection,is,code,null,or,empty,otherwise,return,code,false,param,collection,the,collection,to,check,return,whether,the,given,collection,is,empty;public,static,boolean,is,empty,collection,collection,return,collection,null,collection,is,empty
CollectionUtils -> public static boolean isEmpty(Collection<?> collection);1398721027;Return {@code true} if the supplied Collection is {@code null} or empty._Otherwise, return {@code false}._@param collection the Collection to check_@return whether the given Collection is empty;public static boolean isEmpty(Collection<?> collection) {_		return (collection == null || collection.isEmpty())__	};return,code,true,if,the,supplied,collection,is,code,null,or,empty,otherwise,return,code,false,param,collection,the,collection,to,check,return,whether,the,given,collection,is,empty;public,static,boolean,is,empty,collection,collection,return,collection,null,collection,is,empty
CollectionUtils -> public static boolean isEmpty(Collection<?> collection);1425639171;Return {@code true} if the supplied Collection is {@code null} or empty._Otherwise, return {@code false}._@param collection the Collection to check_@return whether the given Collection is empty;public static boolean isEmpty(Collection<?> collection) {_		return (collection == null || collection.isEmpty())__	};return,code,true,if,the,supplied,collection,is,code,null,or,empty,otherwise,return,code,false,param,collection,the,collection,to,check,return,whether,the,given,collection,is,empty;public,static,boolean,is,empty,collection,collection,return,collection,null,collection,is,empty
CollectionUtils -> public static boolean isEmpty(Collection<?> collection);1436221591;Return {@code true} if the supplied Collection is {@code null} or empty._Otherwise, return {@code false}._@param collection the Collection to check_@return whether the given Collection is empty;public static boolean isEmpty(Collection<?> collection) {_		return (collection == null || collection.isEmpty())__	};return,code,true,if,the,supplied,collection,is,code,null,or,empty,otherwise,return,code,false,param,collection,the,collection,to,check,return,whether,the,given,collection,is,empty;public,static,boolean,is,empty,collection,collection,return,collection,null,collection,is,empty
CollectionUtils -> public static boolean isEmpty(Collection<?> collection);1467730834;Return {@code true} if the supplied Collection is {@code null} or empty._Otherwise, return {@code false}._@param collection the Collection to check_@return whether the given Collection is empty;public static boolean isEmpty(Collection<?> collection) {_		return (collection == null || collection.isEmpty())__	};return,code,true,if,the,supplied,collection,is,code,null,or,empty,otherwise,return,code,false,param,collection,the,collection,to,check,return,whether,the,given,collection,is,empty;public,static,boolean,is,empty,collection,collection,return,collection,null,collection,is,empty
