# id;timestamp;commentText;codeText;commentWords;codeWords
UnsortedGrouping -> public <R> GroupReduceOperator<T, R> reduceGroup(GroupReduceFunction<T, R> reducer);1406821655;Applies a GroupReduce transformation on a grouped {@link DataSet}.<br/>_The transformation calls a {@link org.apache.flink.api.java.functions.RichGroupReduceFunction} for each group of the DataSet._A GroupReduceFunction can iterate over all elements of a group and emit any_number of output elements including none.__@param reducer The GroupReduceFunction that is applied on each group of the DataSet._@return A GroupReduceOperator that represents the reduced DataSet.__@see org.apache.flink.api.java.functions.RichGroupReduceFunction_@see GroupReduceOperator_@see DataSet;public <R> GroupReduceOperator<T, R> reduceGroup(GroupReduceFunction<T, R> reducer) {_		if (reducer == null) {_			throw new NullPointerException("GroupReduce function must not be null.")__		}_		if (FunctionUtils.isSerializedLambdaFunction(reducer)) {_			throw new UnsupportedLambdaExpressionException()__		}_		return new GroupReduceOperator<T, R>(this, reducer)__	};applies,a,group,reduce,transformation,on,a,grouped,link,data,set,br,the,transformation,calls,a,link,org,apache,flink,api,java,functions,rich,group,reduce,function,for,each,group,of,the,data,set,a,group,reduce,function,can,iterate,over,all,elements,of,a,group,and,emit,any,number,of,output,elements,including,none,param,reducer,the,group,reduce,function,that,is,applied,on,each,group,of,the,data,set,return,a,group,reduce,operator,that,represents,the,reduced,data,set,see,org,apache,flink,api,java,functions,rich,group,reduce,function,see,group,reduce,operator,see,data,set;public,r,group,reduce,operator,t,r,reduce,group,group,reduce,function,t,r,reducer,if,reducer,null,throw,new,null,pointer,exception,group,reduce,function,must,not,be,null,if,function,utils,is,serialized,lambda,function,reducer,throw,new,unsupported,lambda,expression,exception,return,new,group,reduce,operator,t,r,this,reducer
UnsortedGrouping -> public GroupReduceOperator<T, T> first(int n);1412761141;Returns a new set containing the first n elements in this grouped {@link DataSet}.<br/>_@param n The desired number of elements for each group._@return A ReduceGroupOperator that represents the DataSet containing the elements.;public GroupReduceOperator<T, T> first(int n) {_		if(n < 1) {_			throw new InvalidProgramException("Parameter n of first(n) must be at least 1.")__		}_		_		return reduceGroup(new FirstReducer<T>(n))__	};returns,a,new,set,containing,the,first,n,elements,in,this,grouped,link,data,set,br,param,n,the,desired,number,of,elements,for,each,group,return,a,reduce,group,operator,that,represents,the,data,set,containing,the,elements;public,group,reduce,operator,t,t,first,int,n,if,n,1,throw,new,invalid,program,exception,parameter,n,of,first,n,must,be,at,least,1,return,reduce,group,new,first,reducer,t,n
UnsortedGrouping -> public GroupReduceOperator<T, T> first(int n);1415874087;Returns a new set containing the first n elements in this grouped {@link DataSet}.<br/>_@param n The desired number of elements for each group._@return A ReduceGroupOperator that represents the DataSet containing the elements.;public GroupReduceOperator<T, T> first(int n) {_		if(n < 1) {_			throw new InvalidProgramException("Parameter n of first(n) must be at least 1.")__		}_		_		return reduceGroup(new FirstReducer<T>(n))__	};returns,a,new,set,containing,the,first,n,elements,in,this,grouped,link,data,set,br,param,n,the,desired,number,of,elements,for,each,group,return,a,reduce,group,operator,that,represents,the,data,set,containing,the,elements;public,group,reduce,operator,t,t,first,int,n,if,n,1,throw,new,invalid,program,exception,parameter,n,of,first,n,must,be,at,least,1,return,reduce,group,new,first,reducer,t,n
UnsortedGrouping -> public GroupReduceOperator<T, T> first(int n);1416309577;Returns a new set containing the first n elements in this grouped {@link DataSet}.<br/>_@param n The desired number of elements for each group._@return A ReduceGroupOperator that represents the DataSet containing the elements.;public GroupReduceOperator<T, T> first(int n) {_		if(n < 1) {_			throw new InvalidProgramException("Parameter n of first(n) must be at least 1.")__		}_		_		return reduceGroup(new FirstReducer<T>(n))__	};returns,a,new,set,containing,the,first,n,elements,in,this,grouped,link,data,set,br,param,n,the,desired,number,of,elements,for,each,group,return,a,reduce,group,operator,that,represents,the,data,set,containing,the,elements;public,group,reduce,operator,t,t,first,int,n,if,n,1,throw,new,invalid,program,exception,parameter,n,of,first,n,must,be,at,least,1,return,reduce,group,new,first,reducer,t,n
UnsortedGrouping -> public GroupReduceOperator<T, T> first(int n);1421319483;Returns a new set containing the first n elements in this grouped {@link DataSet}.<br/>_@param n The desired number of elements for each group._@return A ReduceGroupOperator that represents the DataSet containing the elements.;public GroupReduceOperator<T, T> first(int n) {_		if(n < 1) {_			throw new InvalidProgramException("Parameter n of first(n) must be at least 1.")__		}_		_		return reduceGroup(new FirstReducer<T>(n))__	};returns,a,new,set,containing,the,first,n,elements,in,this,grouped,link,data,set,br,param,n,the,desired,number,of,elements,for,each,group,return,a,reduce,group,operator,that,represents,the,data,set,containing,the,elements;public,group,reduce,operator,t,t,first,int,n,if,n,1,throw,new,invalid,program,exception,parameter,n,of,first,n,must,be,at,least,1,return,reduce,group,new,first,reducer,t,n
UnsortedGrouping -> public GroupReduceOperator<T, T> first(int n);1421341998;Returns a new set containing the first n elements in this grouped {@link DataSet}.<br/>_@param n The desired number of elements for each group._@return A ReduceGroupOperator that represents the DataSet containing the elements.;public GroupReduceOperator<T, T> first(int n) {_		if(n < 1) {_			throw new InvalidProgramException("Parameter n of first(n) must be at least 1.")__		}_		_		return reduceGroup(new FirstReducer<T>(n))__	};returns,a,new,set,containing,the,first,n,elements,in,this,grouped,link,data,set,br,param,n,the,desired,number,of,elements,for,each,group,return,a,reduce,group,operator,that,represents,the,data,set,containing,the,elements;public,group,reduce,operator,t,t,first,int,n,if,n,1,throw,new,invalid,program,exception,parameter,n,of,first,n,must,be,at,least,1,return,reduce,group,new,first,reducer,t,n
UnsortedGrouping -> public GroupReduceOperator<T, T> first(int n);1421341998;Returns a new set containing the first n elements in this grouped {@link DataSet}.<br/>_@param n The desired number of elements for each group._@return A ReduceGroupOperator that represents the DataSet containing the elements.;public GroupReduceOperator<T, T> first(int n) {_		if(n < 1) {_			throw new InvalidProgramException("Parameter n of first(n) must be at least 1.")__		}_		_		return reduceGroup(new FirstReducer<T>(n))__	};returns,a,new,set,containing,the,first,n,elements,in,this,grouped,link,data,set,br,param,n,the,desired,number,of,elements,for,each,group,return,a,reduce,group,operator,that,represents,the,data,set,containing,the,elements;public,group,reduce,operator,t,t,first,int,n,if,n,1,throw,new,invalid,program,exception,parameter,n,of,first,n,must,be,at,least,1,return,reduce,group,new,first,reducer,t,n
UnsortedGrouping -> public GroupReduceOperator<T, T> first(int n);1426698965;Returns a new set containing the first n elements in this grouped {@link DataSet}.<br/>_@param n The desired number of elements for each group._@return A ReduceGroupOperator that represents the DataSet containing the elements.;public GroupReduceOperator<T, T> first(int n) {_		if(n < 1) {_			throw new InvalidProgramException("Parameter n of first(n) must be at least 1.")__		}_		_		return reduceGroup(new FirstReducer<T>(n))__	};returns,a,new,set,containing,the,first,n,elements,in,this,grouped,link,data,set,br,param,n,the,desired,number,of,elements,for,each,group,return,a,reduce,group,operator,that,represents,the,data,set,containing,the,elements;public,group,reduce,operator,t,t,first,int,n,if,n,1,throw,new,invalid,program,exception,parameter,n,of,first,n,must,be,at,least,1,return,reduce,group,new,first,reducer,t,n
UnsortedGrouping -> public GroupReduceOperator<T, T> first(int n);1427300031;Returns a new set containing the first n elements in this grouped {@link DataSet}.<br/>_@param n The desired number of elements for each group._@return A ReduceGroupOperator that represents the DataSet containing the elements.;public GroupReduceOperator<T, T> first(int n) {_		if(n < 1) {_			throw new InvalidProgramException("Parameter n of first(n) must be at least 1.")__		}_		_		return reduceGroup(new FirstReducer<T>(n))__	};returns,a,new,set,containing,the,first,n,elements,in,this,grouped,link,data,set,br,param,n,the,desired,number,of,elements,for,each,group,return,a,reduce,group,operator,that,represents,the,data,set,containing,the,elements;public,group,reduce,operator,t,t,first,int,n,if,n,1,throw,new,invalid,program,exception,parameter,n,of,first,n,must,be,at,least,1,return,reduce,group,new,first,reducer,t,n
UnsortedGrouping -> public GroupReduceOperator<T, T> first(int n);1444400661;Returns a new set containing the first n elements in this grouped {@link DataSet}.<br/>_@param n The desired number of elements for each group._@return A GroupReduceOperator that represents the DataSet containing the elements.;public GroupReduceOperator<T, T> first(int n) {_		if(n < 1) {_			throw new InvalidProgramException("Parameter n of first(n) must be at least 1.")__		}_		_		return reduceGroup(new FirstReducer<T>(n))__	};returns,a,new,set,containing,the,first,n,elements,in,this,grouped,link,data,set,br,param,n,the,desired,number,of,elements,for,each,group,return,a,group,reduce,operator,that,represents,the,data,set,containing,the,elements;public,group,reduce,operator,t,t,first,int,n,if,n,1,throw,new,invalid,program,exception,parameter,n,of,first,n,must,be,at,least,1,return,reduce,group,new,first,reducer,t,n
UnsortedGrouping -> public GroupReduceOperator<T, T> first(int n);1446112342;Returns a new set containing the first n elements in this grouped {@link DataSet}.<br>_@param n The desired number of elements for each group._@return A GroupReduceOperator that represents the DataSet containing the elements.;public GroupReduceOperator<T, T> first(int n) {_		if(n < 1) {_			throw new InvalidProgramException("Parameter n of first(n) must be at least 1.")__		}_		_		return reduceGroup(new FirstReducer<T>(n))__	};returns,a,new,set,containing,the,first,n,elements,in,this,grouped,link,data,set,br,param,n,the,desired,number,of,elements,for,each,group,return,a,group,reduce,operator,that,represents,the,data,set,containing,the,elements;public,group,reduce,operator,t,t,first,int,n,if,n,1,throw,new,invalid,program,exception,parameter,n,of,first,n,must,be,at,least,1,return,reduce,group,new,first,reducer,t,n
UnsortedGrouping -> public GroupReduceOperator<T, T> first(int n);1449526313;Returns a new set containing the first n elements in this grouped {@link DataSet}.<br>_@param n The desired number of elements for each group._@return A GroupReduceOperator that represents the DataSet containing the elements.;public GroupReduceOperator<T, T> first(int n) {_		if(n < 1) {_			throw new InvalidProgramException("Parameter n of first(n) must be at least 1.")__		}_		_		return reduceGroup(new FirstReducer<T>(n))__	};returns,a,new,set,containing,the,first,n,elements,in,this,grouped,link,data,set,br,param,n,the,desired,number,of,elements,for,each,group,return,a,group,reduce,operator,that,represents,the,data,set,containing,the,elements;public,group,reduce,operator,t,t,first,int,n,if,n,1,throw,new,invalid,program,exception,parameter,n,of,first,n,must,be,at,least,1,return,reduce,group,new,first,reducer,t,n
UnsortedGrouping -> public GroupReduceOperator<T, T> first(int n);1453803455;Returns a new set containing the first n elements in this grouped {@link DataSet}.<br>_@param n The desired number of elements for each group._@return A GroupReduceOperator that represents the DataSet containing the elements.;public GroupReduceOperator<T, T> first(int n) {_		if(n < 1) {_			throw new InvalidProgramException("Parameter n of first(n) must be at least 1.")__		}_		_		return reduceGroup(new FirstReducer<T>(n))__	};returns,a,new,set,containing,the,first,n,elements,in,this,grouped,link,data,set,br,param,n,the,desired,number,of,elements,for,each,group,return,a,group,reduce,operator,that,represents,the,data,set,containing,the,elements;public,group,reduce,operator,t,t,first,int,n,if,n,1,throw,new,invalid,program,exception,parameter,n,of,first,n,must,be,at,least,1,return,reduce,group,new,first,reducer,t,n
UnsortedGrouping -> public GroupReduceOperator<T, T> first(int n);1454428544;Returns a new set containing the first n elements in this grouped {@link DataSet}.<br>_@param n The desired number of elements for each group._@return A GroupReduceOperator that represents the DataSet containing the elements.;public GroupReduceOperator<T, T> first(int n) {_		if(n < 1) {_			throw new InvalidProgramException("Parameter n of first(n) must be at least 1.")__		}_		_		return reduceGroup(new FirstReducer<T>(n))__	};returns,a,new,set,containing,the,first,n,elements,in,this,grouped,link,data,set,br,param,n,the,desired,number,of,elements,for,each,group,return,a,group,reduce,operator,that,represents,the,data,set,containing,the,elements;public,group,reduce,operator,t,t,first,int,n,if,n,1,throw,new,invalid,program,exception,parameter,n,of,first,n,must,be,at,least,1,return,reduce,group,new,first,reducer,t,n
UnsortedGrouping -> public GroupReduceOperator<T, T> first(int n);1454679829;Returns a new set containing the first n elements in this grouped {@link DataSet}.<br>_@param n The desired number of elements for each group._@return A GroupReduceOperator that represents the DataSet containing the elements.;public GroupReduceOperator<T, T> first(int n) {_		if(n < 1) {_			throw new InvalidProgramException("Parameter n of first(n) must be at least 1.")__		}_		_		return reduceGroup(new FirstReducer<T>(n))__	};returns,a,new,set,containing,the,first,n,elements,in,this,grouped,link,data,set,br,param,n,the,desired,number,of,elements,for,each,group,return,a,group,reduce,operator,that,represents,the,data,set,containing,the,elements;public,group,reduce,operator,t,t,first,int,n,if,n,1,throw,new,invalid,program,exception,parameter,n,of,first,n,must,be,at,least,1,return,reduce,group,new,first,reducer,t,n
UnsortedGrouping -> public GroupReduceOperator<T, T> first(int n);1462899491;Returns a new set containing the first n elements in this grouped {@link DataSet}.<br>_@param n The desired number of elements for each group._@return A GroupReduceOperator that represents the DataSet containing the elements.;public GroupReduceOperator<T, T> first(int n) {_		if(n < 1) {_			throw new InvalidProgramException("Parameter n of first(n) must be at least 1.")__		}_		_		return reduceGroup(new FirstReducer<T>(n))__	};returns,a,new,set,containing,the,first,n,elements,in,this,grouped,link,data,set,br,param,n,the,desired,number,of,elements,for,each,group,return,a,group,reduce,operator,that,represents,the,data,set,containing,the,elements;public,group,reduce,operator,t,t,first,int,n,if,n,1,throw,new,invalid,program,exception,parameter,n,of,first,n,must,be,at,least,1,return,reduce,group,new,first,reducer,t,n
UnsortedGrouping -> public GroupReduceOperator<T, T> first(int n);1500970016;Returns a new set containing the first n elements in this grouped {@link DataSet}.__@param n The desired number of elements for each group._@return A GroupReduceOperator that represents the DataSet containing the elements.;public GroupReduceOperator<T, T> first(int n) {_		if (n < 1) {_			throw new InvalidProgramException("Parameter n of first(n) must be at least 1.")__		}__		return reduceGroup(new FirstReducer<T>(n))__	};returns,a,new,set,containing,the,first,n,elements,in,this,grouped,link,data,set,param,n,the,desired,number,of,elements,for,each,group,return,a,group,reduce,operator,that,represents,the,data,set,containing,the,elements;public,group,reduce,operator,t,t,first,int,n,if,n,1,throw,new,invalid,program,exception,parameter,n,of,first,n,must,be,at,least,1,return,reduce,group,new,first,reducer,t,n
